Date;Open*;Close**;Market Cap
4.07.2018;138,6;138,4;2241297272
5.07.2018;139,24;138,75;2247516461
6.07.2018;138,38;134,04;2171632012
7.07.2018;133,83;135,61;2197415127
8.07.2018;135,28;138,12;2238474381
9.07.2018;137,93;135,73;2200247171
10.07.2018;135,6;121,48;1969531060
11.07.2018;121,52;125,39;2033296836
12.07.2018;125,45;120,24;1950191681
13.07.2018;120,82;122,53;1987706925
14.07.2018;122,4;123,22;1999239208
15.07.2018;123,13;123,96;2011654080
16.07.2018;123,98;135,27;2195714759
17.07.2018;135,18;144,07;2338942489
18.07.2018;144,07;139,77;2269455916
19.07.2018;139,6;139,53;2266122953
20.07.2018;139,55;130,17;2114450671
21.07.2018;129,82;132,13;2146656580
22.07.2018;131,88;128,72;2091722948
23.07.2018;128,54;133,57;2170944419
24.07.2018;133,84;147,4;2396052739
25.07.2018;145,89;142,74;2320680437
26.07.2018;142,98;136,81;2224803531
27.07.2018;136,82;140,06;2278075753
28.07.2018;140,11;139,4;2267284762
29.07.2018;139,7;135,36;2201591114
30.07.2018;135,57;131,8;2143737114
31.07.2018;131,56;122,32;1989710900
1.08.2018;122,27;128,15;2084643395
2.08.2018;128,04;122,79;1997437586
3.08.2018;122,55;120,02;1952313744
4.08.2018;120,16;113,99;1854290576
5.08.2018;114,06;117,27;1907661637
6.08.2018;117,48;113,55;1847003092
7.08.2018;114,09;108,04;1757438611
8.08.2018;108,04;94,53;1537758378
9.08.2018;94,72;100,53;1635340718
10.08.2018;100,47;91,72;1492006641
11.08.2018;92,18;93,62;1522869462
12.08.2018;93,49;93,21;1516148059
13.08.2018;93,18;88,24;1435328559
14.08.2018;88,03;84,18;1369310134
15.08.2018;84,59;89,55;1461496000
16.08.2018;89,35;91,08;1486725029
17.08.2018;91,01;99,2;1619620931
18.08.2018;99,41;98,17;1602981637
19.08.2018;98,21;98,42;1607490813
20.08.2018;98,4;93,37;1525302234
21.08.2018;93,2;94,92;1550747177
22.08.2018;94,95;90,08;1472014016
23.08.2018;89,87;90,06;1471976699
24.08.2018;90,2;93,76;1532691668
25.08.2018;93,66;92,54;1513029695
26.08.2018;92,8;95,3;1558438124
27.08.2018;95,27;104,53;1709618231
28.08.2018;104,54;107,52;1758899674
29.08.2018;107,63;103,55;1694267641
30.08.2018;103,7;102,81;1682464790
31.08.2018;103,2;116,66;1909340829
1.09.2018;116,28;120,97;1980323981
2.09.2018;120,99;120,5;1972847418
3.09.2018;120,11;135,56;2219801766
4.09.2018;135,14;137,95;2259421704
5.09.2018;137,89;115,06;1884901327
6.09.2018;115,55;117,49;1924973099
7.09.2018;117,2;111,88;1833388778
8.09.2018;111,89;104,33;1709957365
9.09.2018;104,29;106,22;1741174254
10.09.2018;105,97;105,64;1732077992
11.09.2018;106;105,65;1732402747
12.09.2018;105,85;104,32;1711015737
13.09.2018;104,6;112,04;1837824483
14.09.2018;112,13;116,97;1919056982
15.09.2018;116,72;119,4;1959235486
16.09.2018;118,77;117,04;1920863921
17.09.2018;117,5;107,19;1759595564
18.09.2018;106,61;112,45;1846166604
19.09.2018;112,49;109,51;1798307971
20.09.2018;109,53;116,28;1909698835
21.09.2018;116,13;123,74;2032547812
22.09.2018;123,54;122,22;2007873773
23.09.2018;122,27;122,5;2012832274
24.09.2018;122,34;115,48;1897872569
25.09.2018;115,4;116,4;1913350726
26.09.2018;116,45;115,59;1900363145
27.09.2018;115,12;119,26;1960893408
28.09.2018;119,35;117,06;1925043207
29.09.2018;117;114,87;1889347952
30.09.2018;114,89;116,26;1912556685
1.10.2018;115,67;114,52;1884299929
2.10.2018;114,4;116,83;1922595949
3.10.2018;116,79;114,69;1887628200
4.10.2018;114,74;114,53;1885443083
5.10.2018;114,47;114,88;1891424973
6.10.2018;114,92;115,07;1894916045
7.10.2018;115,24;113,72;1872937898
8.10.2018;113,57;114,28;1882431753
9.10.2018;114,37;113,67;1872832238
10.10.2018;113,59;113,46;1869589261
11.10.2018;113,58;100,38;1654417117
12.10.2018;100,07;100,71;1660059798
13.10.2018;100,68;102,14;1683868356
14.10.2018;102,15;100,91;1663862341
15.10.2018;100,84;107,11;1766412876
16.10.2018;107,2;107,4;1771409991
17.10.2018;107,65;105,36;1738124804
18.10.2018;105,54;102,91;1697724398
19.10.2018;102,91;103,72;1711086721
20.10.2018;103,76;103,78;1712010536
21.10.2018;103,84;105,1;1734894272
22.10.2018;105;105,46;1741135856
23.10.2018;105,48;108,44;1790639465
24.10.2018;108,09;106,95;1766289605
25.10.2018;106,96;106,32;1756209752
26.10.2018;106,22;105,02;1734945784
27.10.2018;104,91;103,9;1716740148
28.10.2018;104,14;104,98;1734804636
29.10.2018;104,64;101,49;1677434170
30.10.2018;101,45;102,55;1695313270
31.10.2018;102,73;103,83;1716748936
1.11.2018;104,04;103,88;1717819570
2.11.2018;103,85;105,78;1749491460
3.11.2018;105,77;106,87;1767744445
4.11.2018;106,88;111,8;1849573636
5.11.2018;111,99;111,35;1842412612
6.11.2018;111,76;112,89;1862610990
7.11.2018;112,92;111,51;1845744562
8.11.2018;111,4;108,43;1794958134
9.11.2018;108,42;106,89;1769845299
10.11.2018;106,78;105,25;1742820634
11.11.2018;105,17;106,38;1761831190
12.11.2018;106,96;105,14;1741614395
13.11.2018;105,08;105,11;1741372263
14.11.2018;104,86;90,76;1503864093
15.11.2018;91,14;88,67;1469541281
16.11.2018;88,74;87,06;1442961968
17.11.2018;87,13;88;1458903824
18.11.2018;88,33;89,39;1482156672
19.11.2018;89,38;72,49;1202097519
20.11.2018;72,32;66,49;1102699340
21.11.2018;66,45;68,94;1143620589
22.11.2018;68,88;65,86;1092612936
23.11.2018;65,68;66,63;1105540676
24.11.2018;66,68;58,36;968483237
25.11.2018;58,37;58,05;963569317
26.11.2018;58,13;53,22;883434184
27.11.2018;53,12;57,13;948508582
28.11.2018;57,42;63,52;1054637959
29.11.2018;63,87;61,2;1015978758
30.11.2018;61,33;57,79;959487660
1.12.2018;57,92;59,65;990924481
2.12.2018;59,6;59,1;982006148
3.12.2018;59,4;54,84;911297849
4.12.2018;54,54;56,98;947031595
5.12.2018;57;51,67;858861666
6.12.2018;51,61;46,53;773662072
7.12.2018;46,5;46,46;772577475
8.12.2018;46,6;45,57;757913497
9.12.2018;45,55;47,75;794173848
10.12.2018;47,51;44,6;742017810
11.12.2018;44,62;42,74;711055212
12.12.2018;42,66;43,94;731116978
13.12.2018;44,05;40,96;681731507
14.12.2018;41,03;39,28;653878578
15.12.2018;39,02;38,85;646798250
16.12.2018;38,87;39,34;655016345
17.12.2018;39,36;43,82;729771992
18.12.2018;43,85;46,58;775841297
19.12.2018;46,99;46,31;771461419
20.12.2018;46,16;55,08;917561590
21.12.2018;54,88;51,82;863449627
22.12.2018;51,79;51,73;861994389
23.12.2018;51,91;52,76;879305229
24.12.2018;52,8;56,34;939103272
25.12.2018;56,4;50,59;843500901
26.12.2018;50,64;49,37;823316270
27.12.2018;49,36;44,47;741578775
28.12.2018;44,48;49,77;830151505
29.12.2018;49,84;48,11;802611402
30.12.2018;48,01;48,36;806939516
31.12.2018;48,44;46,23;771405409
1.01.2019;46,23;48,37;807214007
2.01.2019;48,44;52,25;872187905
3.01.2019;52,33;49,82;831627236
4.01.2019;49,85;50,63;845363922
5.01.2019;50,55;49,93;833735767
6.01.2019;49,81;54,88;916301118
7.01.2019;54,93;52,83;882076445
8.01.2019;52,89;53,16;887562333
9.01.2019;53,17;52,71;880188905
10.01.2019;52,73;45,5;759671153
11.01.2019;45,48;45,8;764824281
12.01.2019;45,79;45,01;751516993
13.01.2019;45;43,11;719835397
14.01.2019;43,11;45,91;766658180
15.01.2019;45,82;44,95;750562256
16.01.2019;44,89;46,18;772411706
17.01.2019;46,16;45,65;763695184
18.01.2019;45,65;45,13;754975899
19.01.2019;45,27;46,22;773381169
20.01.2019;46,09;44,11;738232143
21.01.2019;44,11;44,58;746108403
22.01.2019;44,58;45,92;768696101
23.01.2019;45,94;44,88;751394884
24.01.2019;44,91;45,78;766615025
25.01.2019;45,88;46,89;785243218
26.01.2019;46,86;45,73;765948361
27.01.2019;45,78;46,58;780207473
28.01.2019;46,69;43,59;730286575
29.01.2019;43,58;43,71;732410825
30.01.2019;43,67;44,26;741813802
31.01.2019;44,25;43,66;731848375
1.02.2019;43,67;43,72;732932071
2.02.2019;43,67;43,39;727418402
3.02.2019;43,3;42,9;719406512
4.02.2019;42,97;42,8;717705755
5.02.2019;42,72;43,34;726863021
6.02.2019;43,37;43,14;723735081
7.02.2019;43,15;43,21;724980002
8.02.2019;43,25;48,12;807372051
9.02.2019;48,27;48,56;814857085
10.02.2019;48,59;49,83;836265589
11.02.2019;49,91;48,27;810293546
12.02.2019;48,23;49,05;823516951
13.02.2019;49,05;49,33;828292669
14.02.2019;49,32;46,86;786960327
15.02.2019;46,82;47,44;796744407
16.02.2019;47,4;46,92;788079701
17.02.2019;46,87;48,07;807554571
18.02.2019;48,01;51,69;868564574
19.02.2019;51,68;52,33;879340059
20.02.2019;52,25;52,11;875814899
21.02.2019;52,32;50,44;847771536
22.02.2019;50,34;52,64;884989938
23.02.2019;52,62;53,81;904789935
24.02.2019;53,69;49,01;824146428
25.02.2019;48,88;50,08;842219065
26.02.2019;50,1;49,41;831009502
27.02.2019;49,64;49,99;840927319
28.02.2019;49,9;49,12;826452334
1.03.2019;49,12;49,56;833981003
2.03.2019;49,6;49,98;841185581
3.03.2019;49,95;50,11;843385248
4.03.2019;50,12;48,49;816321458
5.03.2019;48,5;50,55;851030427
6.03.2019;50,59;50,85;856197377
7.03.2019;50,93;51,03;859336369
8.03.2019;51,24;50,02;842429743
9.03.2019;49,98;50,79;855474088
10.03.2019;50,88;50,95;858202872
11.03.2019;50,89;50,24;846267215
12.03.2019;50,3;51,47;867231672
13.03.2019;51,48;52,04;876916617
14.03.2019;52,05;52,35;882322576
15.03.2019;52,36;53,61;903543028
16.03.2019;53,56;54,64;921004516
17.03.2019;54,71;53,54;902585867
18.03.2019;53,59;53,49;901892931
19.03.2019;53,47;54,75;923303556
20.03.2019;54,98;55,88;942482083
21.03.2019;55,98;53,85;908407761
22.03.2019;53,85;53,92;909701082
23.03.2019;53,9;53,84;908424757
24.03.2019;53,81;53,74;906925110
25.03.2019;53,8;52,34;883330680
26.03.2019;52,24;52,94;893581796
27.03.2019;52,96;54,73;923904745
28.03.2019;54,71;53,9;909978168
29.03.2019;53,92;53,48;903078217
30.03.2019;53,47;53,45;902642485
31.03.2019;53,46;55,89;943881892
1.04.2019;55,88;59,97;1013053254
2.04.2019;59,96;69,06;1166683807
3.04.2019;69,06;65,71;1110192057
4.04.2019;65,84;63,93;1080233515
5.04.2019;63,93;69,16;1168869216
6.04.2019;69,16;68,09;1150923539
7.04.2019;68,09;69,81;1180056140
8.04.2019;69,82;71,09;1201958133
9.04.2019;71,11;68,37;1156098279
10.04.2019;68,36;70,98;1200296289
11.04.2019;70,95;66,37;1122464712
12.04.2019;66,33;66,1;1118113321
13.04.2019;66,1;65,32;1105099685
14.04.2019;65,31;66,58;1126513833
15.04.2019;66,59;64,35;1088939529
16.04.2019;64,36;68,9;1166082543
17.04.2019;68,87;67,48;1142091065
18.04.2019;67,48;69,16;1170759941
19.04.2019;69,17;68,57;1160823356
20.04.2019;68,6;69,52;1177178746
21.04.2019;69,59;68,72;1163658345
22.04.2019;68,69;68,59;1161526909
23.04.2019;68,57;69,33;1174029241
24.04.2019;69,33;67,68;1146062995
25.04.2019;67,66;61,3;1038059110
26.04.2019;61,41;62,09;1051407654
27.04.2019;61,81;62,55;1059209533
28.04.2019;62,64;61,23;1037458846
29.04.2019;61,25;60,54;1026215646
30.04.2019;60,54;62,1;1052677379
1.05.2019;62,1;64,96;1101352849
2.05.2019;64,99;64,41;1092119266
3.05.2019;64,37;67,02;1136650882
4.05.2019;67,02;67,79;1149800512
5.05.2019;67,79;66,08;1120902041
6.05.2019;66,06;66,55;1128981217
7.05.2019;66,51;65,54;1112087155
8.05.2019;65,49;67,33;1142506451
9.05.2019;67,34;64,69;1097794332
10.05.2019;64,68;68,07;1155403089
11.05.2019;68,07;77,59;1317034213
12.05.2019;77,55;74,21;1259819571
13.05.2019;74,21;79,16;1343845194
14.05.2019;79,18;83,07;1410694649
15.05.2019;83,2;94,08;1597828608
16.05.2019;93,93;87,01;1477878640
17.05.2019;87,03;82,01;1393082175
18.05.2019;82,03;79,59;1352191207
19.05.2019;79,6;90,62;1539746808
20.05.2019;90,6;87,61;1488715360
21.05.2019;87,5;89;1512600468
22.05.2019;89;83,51;1419318200
23.05.2019;83,4;84,62;1438500599
24.05.2019;84,71;85,58;1454901052
25.05.2019;85,55;86,99;1479134273
26.05.2019;86,95;92;1564370682
27.05.2019;92,02;97,97;1666096694
28.05.2019;97,9;96,06;1633885379
29.05.2019;96,05;93,99;1598837764
30.05.2019;94,01;91,96;1564577148
31.05.2019;91,97;93,22;1586058693
1.06.2019;93,29;92,97;1582034055
2.06.2019;93,04;94,94;1615842702
3.06.2019;94,96;89,71;1526921143
4.06.2019;89,66;83,34;1418725215
5.06.2019;83,41;84,99;1446837936
6.06.2019;85,04;86,94;1480220684
7.06.2019;86,88;88,27;1503058479
8.06.2019;88,31;87,54;1490906391
9.06.2019;87,56;83,78;1427027279
10.06.2019;83,68;86,92;1480596731
11.06.2019;86,97;86,72;1477296748
12.06.2019;86,66;90,13;1535720966
13.06.2019;90,21;89,26;1521007233
14.06.2019;89,3;90,51;1542405342
15.06.2019;90,53;94,69;1613934877
16.06.2019;94,7;95,86;1634068689
17.06.2019;95,83;98,35;1676634643
18.06.2019;98,31;96,24;1640921609
19.06.2019;96,26;100,41;1712105522
20.06.2019;100,45;104,98;1790277384
21.06.2019;105,02;109,23;1863037984
22.06.2019;109,5;114,71;1956577412
23.06.2019;114,64;115,13;1964078843
24.06.2019;115,21;117,42;2003252007
25.06.2019;117,34;112,32;1916468211
26.06.2019;112,3;103,92;1773353877
27.06.2019;103,94;94,41;1611350888
28.06.2019;94,49;101,64;1734903691
29.06.2019;101,67;99,96;1706417589
30.06.2019;100,01;87,74;1497868509
